StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Welcome,Age,Gender,Race,Location,AudioCheck,Video_Control_Time_First Click,Video_Control_Time_Last Click,Video_Control_Time_Page Submit,Video_Control_Time_Click Count,Video_Treatment_Time_First Click,Video_Treatment_Time_Last Click,Video_Treatment_Time_Page Submit,Video_Treatment_Time_Click Count,Personal_Views_Confident,Personal_Views_Beautiful,Personal_Views_Beauty_Importance,Personal_Views_Relate_To_Model,Passion_i_identify_1,Passion_i_prefer_1,Passion_o_prefer_1,Passion_validate_1,Passion_i_identify_2,Passion_i_prefer_2,Passion_o_prefer_2,Passion_validate_2,Coffee_i_identify_1,Coffee_i_prefer_1,Coffee_o_prefer_1,Coffe_validate_1,Coffee_i_identify_2,Coffee_i_prefer_2,Coffee_o_prefer_2,Coffee_validate_2,Couple_i_identify_1,Couple_i_prefer_1,Couple_o_prefer_1,Couple_validate_1,Couple_i_identify_2,Couple_i_prefer_2,Couple_o_prefer_2,Couple_validate_2,Work_i_identify_1,Work_i_prefer_1,Work_o_prefer_1,Work_validate_1,work_i_identify_2,Work_i_prefer_2,Work_o_prefer_2,Work_validate_2,FIt_i_identify_1,Fit_i_prefer_1,Fit_o_prefer_1,Fit_validate_1,Fit_i_identify_2,Fit_i_prefer_2,Fit_o_prefer_2,Fit_validate_2,Group,Q9_6_TEXT - Topics
2017-07-18 14:09:20,2017-07-18 14:14:21,IP Address,162.244.81.172,100,300,True,2017-07-18 14:14:21,R_3g8cO1DK4f13w41,,,,,44.433303833008,26.100006103516,anonymous,EN,I agree,25 - 34,Male,White,Texas,Pineapple,,,,,0,0,33.653,0,Agree,Agree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:12:38,2017-07-18 14:14:23,IP Address,129.170.134.126,100,105,True,2017-07-18 14:14:24,R_3KC8h6sLFGCM7AA,,,,,43.722595214844,-72.134201049805,anonymous,EN,I agree,25 - 34,Female,Asian,New Hampshire,Pineapple,,,,,25.899,25.899,32.13,1,Strongly Agree,Strongly Agree,Agree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:11:54,2017-07-18 14:14:26,IP Address,72.198.74.135,100,152,True,2017-07-18 14:14:26,R_3svIHRHK2RhD0mq,,,,,35.515106201172,-97.574096679688,anonymous,EN,I agree,55 - 64,Male,White,Oklahoma,Pineapple,0,0,32.555,0,,,,,Agree,Disagree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Control,
2017-07-18 14:11:43,2017-07-18 14:14:27,IP Address,103.238.228.10,100,163,True,2017-07-18 14:14:28,R_3fOXwJuDbARBhkh,,,,,11.929992675781,79.829986572266,anonymous,EN,I agree,25 - 34,Male,Asian,New York,Pineapple,,,,,0,0,36.327,0,Agree,Strongly Agree,Strongly Agree,Agree,Ad 1,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:11:06,2017-07-18 14:14:32,IP Address,75.65.101.54,100,205,True,2017-07-18 14:14:33,R_1EV8zbM4RDE6O7D,,,,,35.135894775391,-90.002700805664,anonymous,EN,I agree,35 - 44,Female,White,Tennessee,Pineapple,,,,,0,0,33.857,0,Strongly disagree,Agree,Disagree,Agree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:11:35,2017-07-18 14:14:33,IP Address,24.234.220.83,100,177,True,2017-07-18 14:14:34,R_DukeUpbWch9BoUp,,,,,36.175003051758,-115.13719940186,anonymous,EN,I agree,25 - 34,Female,Asian,California,Pineapple,2.007,2.007,35.26,1,,,,,Agree,Agree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:11:54,2017-07-18 14:14:36,IP Address,96.236.117.219,100,162,True,2017-07-18 14:14:37,R_ROAU9HlSXIA4eMp,,,,,42.129806518555,-72.568702697754,anonymous,EN,I agree,25 - 34,Male,,Massachusetts,Pineapple,,,,,0,0,51.103,0,Agree,Disagree,Agree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:09:46,2017-07-18 14:14:44,IP Address,63.243.37.162,100,298,True,2017-07-18 14:14:45,R_2aFY5sLR5bqgKou,,,,,28.618499755859,-81.433601379395,anonymous,EN,I agree,55 - 64,Male,White,Florida,Pineapple,0,0,51.885,0,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:08:29,2017-07-18 14:14:45,IP Address,104.13.166.187,100,376,True,2017-07-18 14:14:46,R_sL6FI7k9X9f79T3,,,,,33.135604858398,-96.768997192383,anonymous,EN,I agree,65 - 74,Female,White,Texas,Pineapple,,,,,41.731,41.731,81.46,1,Agree,Disagree,Agree,Agree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:11:58,2017-07-18 14:14:50,IP Address,74.12.137.48,100,172,True,2017-07-18 14:14:50,R_1fftC0iJlg1YH1i,,,,,43.662902832031,-79.398696899414,anonymous,EN,I agree,35 - 44,Female,Asian,California,Pineapple,,,,,0,0,36.164,0,Agree,Agree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:13:41,2017-07-18 14:14:54,IP Address,75.120.239.168,100,72,True,2017-07-18 14:14:55,R_qyZcQgvkuBcNi3T,,,,,33.544403076172,-86.350898742676,anonymous,EN,I agree,25 - 34,Female,White,Alabama,Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,
2017-07-18 14:12:41,2017-07-18 14:15:06,IP Address,73.158.44.143,100,144,True,2017-07-18 14:15:07,R_1pM85wlCOAmKT33,,,,,37.548294067383,-121.98860168457,anonymous,EN,I agree,25 - 34,Female,Asian,California,Pineapple,0,0,49.326,0,,,,,Agree,Agree,Agree,Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:13:30,2017-07-18 14:15:13,IP Address,24.252.128.184,100,103,True,2017-07-18 14:15:14,R_6XQFUVHJMmSvyeZ,,,,,37.251998901367,-79.977203369141,anonymous,EN,I agree,25 - 34,Male,White,Virginia,Pineapple,,,,,16.268,31.9,32.245,2,Agree,Disagree,Disagree,Strongly disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:12:50,2017-07-18 14:15:21,IP Address,70.44.106.168,100,151,True,2017-07-18 14:15:21,R_1IhFCRlDhOVGfuE,,,,,40.15739440918,-76.797798156738,anonymous,EN,I agree,25 - 34,Male,Other,Pennsylvania,Pineapple,,,,,0,0,32.28,0,Strongly Agree,Strongly Agree,Disagree,Disagree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:12:39,2017-07-18 14:15:25,IP Address,64.188.168.234,100,166,True,2017-07-18 14:15:25,R_cLRauPsrZwyGu1b,,,,,43.363998413086,-115.52020263672,anonymous,EN,I agree,25 - 34,Female,White,Idaho,Pineapple,,,,,0,0,34.394,0,Strongly Agree,Agree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 14:13:27,2017-07-18 14:15:25,IP Address,65.190.210.162,100,117,True,2017-07-18 14:15:26,R_277KsqnQyqlTE7S,,,,,34.684906005859,-78.543502807617,anonymous,EN,I agree,25 - 34,Male,White,North Carolina,Pineapple,,,,,0,0,32.087,0,Agree,Disagree,Agree,Strongly disagree,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:11:04,2017-07-18 14:15:26,IP Address,122.174.182.36,100,262,True,2017-07-18 14:15:27,R_27qV9Jdj4dYw26P,,,,,13.083297729492,80.283294677734,anonymous,EN,I agree,25 - 34,Male,American Indian or Alaska Native,California,Pineapple,0,0,34.312,0,,,,,Agree,Strongly Agree,Agree,Agree,Ad 1,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:13:12,2017-07-18 14:15:28,IP Address,131.247.226.47,100,135,True,2017-07-18 14:15:28,R_2WBbeq9QsBOdAlu,,,,,28.063095092773,-82.412803649902,anonymous,EN,I agree,18 - 24,Male,White,Florida,Pineapple,,,,,0,0,35.039,0,Strongly Agree,Strongly Agree,Agree,Strongly disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:13:36,2017-07-18 14:15:30,IP Address,98.94.21.228,100,113,True,2017-07-18 14:15:31,R_3MnHfbBwkWigu6k,,,,,33.448303222656,-81.692100524902,anonymous,EN,I agree,25 - 34,Male,White,South Carolina,Pineapple,0,0,32.506,0,,,,,Agree,Agree,Disagree,Agree,,,,,Ad 1,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Control,
2017-07-18 14:12:43,2017-07-18 14:15:43,IP Address,69.249.134.144,100,180,True,2017-07-18 14:15:44,R_1Kvv7qbV5LAkTIO,,,,,40.361099243164,-75.320098876953,anonymous,EN,I agree,25 - 34,Male,White,Pennsylvania,Pineapple,0,0,35.947,0,,,,,Disagree,Disagree,Agree,Disagree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Control,
2017-07-18 14:13:17,2017-07-18 14:15:48,IP Address,141.155.44.171,100,151,True,2017-07-18 14:15:49,R_2YYgM41BDtI6UWY,,,,,40.668701171875,-74.114303588867,anonymous,EN,I agree,25 - 34,Female,White,New York,Pineapple,,,,,0,0,38.084,0,Strongly disagree,Strongly disagree,Strongly Agree,Disagree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:13:10,2017-07-18 14:15:50,IP Address,98.3.10.183,100,159,True,2017-07-18 14:15:50,R_YYxXF1I7brFYQox,,,,,42.587707519531,-76.831298828125,anonymous,EN,I agree,35 - 44,Male,White,New York,Pineapple,,,,,27.278,27.278,34.765,1,Disagree,Agree,Disagree,Strongly disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:13:31,2017-07-18 14:15:56,IP Address,47.152.251.26,100,145,True,2017-07-18 14:15:57,R_aaZK4oZATtJkA5X,,,,,34.104400634766,-117.04859924316,anonymous,EN,I agree,25 - 34,Female,White,California,Pineapple,0,0,87.16,0,,,,,Agree,Strongly Agree,Disagree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,,,,,,,,,,,,,Control,
2017-07-18 14:13:05,2017-07-18 14:16:06,IP Address,207.244.83.193,100,181,True,2017-07-18 14:16:06,R_3GcEVd0ZgGc37ug,,,,,38.770095825195,-77.632102966309,anonymous,EN,I agree,25 - 34,Male,Black or African American,Oklahoma,Pineapple,0,0,38.345,0,,,,,Agree,Agree,Disagree,Strongly disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Control,
2017-07-18 14:15:19,2017-07-18 14:16:11,IP Address,190.77.86.54,100,52,True,2017-07-18 14:16:12,R_1nTUTICipUYZ1wo,,,,,10.631698608398,-71.640602111816,anonymous,EN,I agree,25 - 34,Male,White,I do not reside in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 14:13:49,2017-07-18 14:16:21,IP Address,73.137.177.33,100,152,True,2017-07-18 14:16:25,R_1FEvrIt5R7X9KfN,,,,,34.103607177734,-84.637397766113,anonymous,EN,I agree,25 - 34,Male,White,Georgia,Pineapple,,,,,0,0,33.118,0,Disagree,Disagree,Agree,Strongly disagree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 14:15:40,2017-07-18 14:16:32,IP Address,117.246.176.84,100,52,True,2017-07-18 14:16:33,R_233iWE1M2gJAIE1,,,,,12.983306884766,77.583312988281,anonymous,EN,I agree,25 - 34,Male,Asian,I do not reside in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 14:13:42,2017-07-18 14:16:39,IP Address,107.184.18.8,100,177,True,2017-07-18 14:16:39,R_Rejeje7iWQNzip3,,,,,33.726501464844,-118.00689697266,anonymous,EN,I agree,25 - 34,Female,Asian,California,Pineapple,,,,,0,0,36.334,0,Disagree,Disagree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:13:13,2017-07-18 14:16:39,IP Address,174.49.33.44,100,205,True,2017-07-18 14:16:40,R_3JL9q44BUZCnKYb,,,,,36.178207397461,-86.609802246094,anonymous,EN,I agree,35 - 44,Female,White,Tennessee,Pineapple,0,0,34.985,0,,,,,Strongly Agree,Agree,Agree,Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:13:33,2017-07-18 14:16:40,IP Address,73.235.142.3,100,186,True,2017-07-18 14:16:41,R_2qC553h0eYakxkR,,,,,38.693206787109,-121.31159973145,anonymous,EN,I agree,35 - 44,Male,Asian,California,Pineapple,0,0,34.386,0,,,,,Strongly Agree,Agree,Disagree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:11:48,2017-07-18 14:16:45,IP Address,76.107.114.12,100,296,True,2017-07-18 14:16:46,R_1IXyxk93dIlyngw,,,,,35.079406738281,-89.843002319336,anonymous,EN,I agree,75 - 84,Male,White,Tennessee,Pineapple,0,0,37.314,0,,,,,Agree,Disagree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:13:09,2017-07-18 14:16:46,IP Address,67.85.53.32,100,216,True,2017-07-18 14:16:46,R_bNKJr2ZMAJxOAoh,,,,,40.83740234375,-73.922302246094,anonymous,EN,I agree,55 - 64,Female,White,New Jersey,Pineapple,,,,,0,0,34.123,0,Strongly Agree,Agree,Agree,Strongly Agree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:12:29,2017-07-18 14:16:46,IP Address,72.129.153.70,100,256,True,2017-07-18 14:16:47,R_3HzB3QzDwG1ccEA,,,,,44.52409362793,-87.905601501465,anonymous,EN,I agree,55 - 64,Female,White,Wisconsin,Pineapple,,,,,0,0,40.404,0,Disagree,Agree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:14:51,2017-07-18 14:16:54,IP Address,100.12.91.179,100,123,True,2017-07-18 14:16:55,R_2b3i8kaEiD4rtSX,,,,,40.682601928711,-73.467002868652,anonymous,EN,I agree,18 - 24,Male,White,New York,Pineapple,,,,,0,0,44.261,0,Agree,Agree,Agree,Strongly disagree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:13:18,2017-07-18 14:16:55,IP Address,190.39.42.107,100,217,True,2017-07-18 14:16:56,R_1C8GqJaWD4HzgPv,,,,,10.24690246582,-67.595802307129,anonymous,EN,I agree,25 - 34,Female,White,Florida,Pineapple,0,0,36.193,0,,,,,Agree,Agree,Disagree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:14:26,2017-07-18 14:17:10,IP Address,24.225.125.42,100,163,True,2017-07-18 14:17:10,R_2qFd4XvDO09gBBg,,,,,48.146392822266,-96.176498413086,anonymous,EN,I agree,35 - 44,Male,White,Minnesota,Pineapple,0,0,35.127,0,,,,,Strongly disagree,Strongly disagree,Agree,Strongly disagree,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:13:15,2017-07-18 14:17:11,IP Address,73.251.171.69,100,236,True,2017-07-18 14:17:12,R_2tLrhsBQfTEdanG,,,,,39.167892456055,-78.167198181152,anonymous,EN,I agree,35 - 44,Female,White,Virginia,Pineapple,,,,,0,0,32.81,0,Agree,Strongly Agree,Agree,Agree,Ad 2,,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:13:30,2017-07-18 14:17:29,IP Address,69.40.189.21,100,239,True,2017-07-18 14:17:30,R_CjBHiRNjRiRageJ,,,,,33.979202270508,-81.258903503418,anonymous,EN,I agree,25 - 34,Male,White,North Carolina,Pineapple,0,0,42.999,0,,,,,Strongly Agree,Agree,Strongly Agree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:14:33,2017-07-18 14:17:33,IP Address,207.8.124.98,100,179,True,2017-07-18 14:17:34,R_W98tVB67yoC8PL3,,,,,33.972793579102,-118.35269927979,anonymous,EN,I agree,25 - 34,Male,Asian,California,Pineapple,,,,,0,0,35.144,0,Agree,Agree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,
2017-07-18 14:13:32,2017-07-18 14:17:41,IP Address,108.14.4.216,100,249,True,2017-07-18 14:17:42,R_3egJr0w3ZYib6f1,,,,,40.761596679688,-73.794898986816,anonymous,EN,I agree,25 - 34,Female,Black or African American,New York,Pineapple,31.161,56.244,56.823,2,,,,,Disagree,Agree,Agree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:13:44,2017-07-18 14:17:49,IP Address,71.197.56.81,100,244,True,2017-07-18 14:17:50,R_210N0JNIPnYXUW7,,,,,29.686492919922,-81.695297241211,anonymous,EN,I agree,45 - 54,Male,White,Florida,Pineapple,0,0,44.462,0,,,,,Agree,Agree,Agree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Control,
2017-07-18 14:14:25,2017-07-18 14:17:59,IP Address,104.61.80.239,100,213,True,2017-07-18 14:18:00,R_1Oy4x5YpRIS91cZ,,,,,33.877807617188,-117.53440093994,anonymous,EN,I agree,18 - 24,Female,Asian,California,Pineapple,0,0,54.844,0,,,,,Agree,Disagree,Strongly Agree,Strongly Agree,,,,,Ad 1,Ad 2,Ad 1,Ad 2,,,,,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:13:28,2017-07-18 14:17:59,IP Address,184.20.12.198,100,270,True,2017-07-18 14:18:00,R_3dYufSRBsUGFr7M,,,,,43.393096923828,-90.045700073242,anonymous,EN,I agree,25 - 34,Other,White,Illinois,Pineapple,0,0,37.328,0,,,,,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:14:33,2017-07-18 14:18:04,IP Address,67.42.219.119,100,211,True,2017-07-18 14:18:05,R_3FIqP9ELpdhBMEy,,,,,44.942901611328,-123.03509521484,anonymous,EN,I agree,35 - 44,Male,White,Oregon,Pineapple,,,,,0,0,35.482,0,Disagree,Disagree,Disagree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
