StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Welcome,Age,Gender,Race,Location,AudioCheck,Video_Control_Time_First Click,Video_Control_Time_Last Click,Video_Control_Time_Page Submit,Video_Control_Time_Click Count,Video_Treatment_Time_First Click,Video_Treatment_Time_Last Click,Video_Treatment_Time_Page Submit,Video_Treatment_Time_Click Count,Personal_Views_Confident,Personal_Views_Beautiful,Personal_Views_Beauty_Importance,Personal_Views_Relate_To_Model,Passion_i_identify_1,Passion_i_prefer_1,Passion_o_prefer_1,Passion_validate_1,Passion_i_identify_2,Passion_i_prefer_2,Passion_o_prefer_2,Passion_validate_2,Coffee_i_identify_1,Coffee_i_prefer_1,Coffee_o_prefer_1,Coffe_validate_1,Coffee_i_identify_2,Coffee_i_prefer_2,Coffee_o_prefer_2,Coffee_validate_2,Couple_i_identify_1,Couple_i_prefer_1,Couple_o_prefer_1,Couple_validate_1,Couple_i_identify_2,Couple_i_prefer_2,Couple_o_prefer_2,Couple_validate_2,Work_i_identify_1,Work_i_prefer_1,Work_o_prefer_1,Work_validate_1,work_i_identify_2,Work_i_prefer_2,Work_o_prefer_2,Work_validate_2,FIt_i_identify_1,Fit_i_prefer_1,Fit_o_prefer_1,Fit_validate_1,Fit_i_identify_2,Fit_i_prefer_2,Fit_o_prefer_2,Fit_validate_2,Group,Q9_6_TEXT - Topics
2017-07-18 14:13:20,2017-07-18 14:18:20,IP Address,73.168.146.176,100,299,True,2017-07-18 14:18:20,R_2PvuMTwoyEjuLac,,,,,39.162292480469,-84.891098022461,anonymous,EN,I agree,25 - 34,Female,White,Indiana,Pineapple,,,,,14.383,33.617,35.238,2,Strongly disagree,Disagree,Disagree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 14:15:13,2017-07-18 14:18:23,IP Address,136.33.51.78,100,190,True,2017-07-18 14:18:24,R_3ezrmCZ32vtIQTW,,,,,39.014205932617,-94.595100402832,anonymous,EN,I agree,25 - 34,Male,White,Missouri,Pineapple,,,,,0,0,45.685,0,Strongly Agree,Agree,Disagree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:14:27,2017-07-18 14:18:23,IP Address,75.170.85.92,100,236,True,2017-07-18 14:18:24,R_3qz1tDifqsIoyjp,,,,,44.10139465332,-122.80630493164,anonymous,EN,I agree,55 - 64,Female,White,Oregon,Pineapple,,,,,32.906,32.906,35.173,1,Agree,Agree,Disagree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 14:18:17,2017-07-18 14:18:34,IP Address,130.185.241.77,100,17,True,2017-07-18 14:18:35,R_2aSxY3iWVHBa5Xj,,,,,42.483306884766,26.5,anonymous,EN,I agree,25 - 34,Male,White,I do not reside in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 14:14:17,2017-07-18 14:18:38,IP Address,24.20.124.0,100,261,True,2017-07-18 14:18:38,R_2X5NWi3H0VToPFP,,,,,45.498001098633,-122.77839660645,anonymous,EN,I agree,25 - 34,Male,White,Oregon,Pineapple,,,,,0,0,58.843,0,Disagree,Disagree,Disagree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 14:13:45,2017-07-18 14:18:39,IP Address,8.19.133.2,100,294,True,2017-07-18 14:18:40,R_AGIUzuHdL8QXjXj,,,,,33.485397338867,-116.10440063477,anonymous,EN,I agree,65 - 74,Male,White,California,Pineapple,,,,,0,0,35.91,0,Agree,Disagree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 14:14:39,2017-07-18 14:18:44,IP Address,72.36.113.165,100,244,True,2017-07-18 14:18:45,R_bDBzT5P0GxLpmqB,,,,,40.109497070312,-88.212303161621,anonymous,EN,I agree,25 - 34,Male,Asian,Illinois,Pineapple,10.821,10.821,46.028,1,,,,,Agree,Disagree,Disagree,Disagree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:14:44,2017-07-18 14:18:44,IP Address,108.75.118.195,100,239,True,2017-07-18 14:18:44,R_2rO5QliwJLZGmzG,,,,,33.831207275391,-117.60530090332,anonymous,EN,I agree,35 - 44,Female,"White,American Indian or Alaska Native",California,Pineapple,,,,,27.249,35.638,37.066,3,Agree,Agree,Strongly disagree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:13:46,2017-07-18 14:18:46,IP Address,148.74.14.122,100,299,True,2017-07-18 14:18:47,R_3OW2ewmJWMBfvkB,,,,,41.321792602539,-74.200798034668,anonymous,EN,I agree,25 - 34,Female,Other,New York,Pineapple,,,,,0,0,58.776,0,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Ad 1,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:14:14,2017-07-18 14:18:58,IP Address,97.120.96.109,100,283,True,2017-07-18 14:18:58,R_qR8OC2trdlzbxIJ,,,,,45.440704345703,-122.61569976807,anonymous,EN,I agree,45 - 54,Male,Asian,Oregon,Pineapple,0,0,36.389,0,,,,,Disagree,Strongly disagree,Agree,Strongly disagree,Ad 2,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 1,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Control,
2017-07-18 14:13:18,2017-07-18 14:19:00,IP Address,108.20.174.186,100,342,True,2017-07-18 14:19:01,R_1oIub8BFDZeYWvb,,,,,42.311706542969,-71.272201538086,anonymous,EN,I agree,35 - 44,Male,White,Massachusetts,Pineapple,,,,,0,0,33.946,0,Agree,Agree,Agree,Strongly disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:13:14,2017-07-18 14:19:06,IP Address,74.76.35.193,100,352,True,2017-07-18 14:19:07,R_3Phr0FAfknbaypZ,,,,,42.921401977539,-73.909599304199,anonymous,EN,I agree,35 - 44,Female,White,New York,Pineapple,0,0,66.61,0,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:15:33,2017-07-18 14:19:07,IP Address,75.136.45.244,100,214,True,2017-07-18 14:19:08,R_3khSUHGA3fztS31,,,,,36.222198486328,-83.323699951172,anonymous,EN,I agree,35 - 44,Female,Black or African American,Tennessee,Pineapple,,,,,9.845,9.845,49.661,1,Disagree,Agree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:12:09,2017-07-18 14:19:18,IP Address,40.140.148.2,100,429,True,2017-07-18 14:19:19,R_1QoaUN8OfIAnQip,,,,,42.05940246582,-71.935600280762,anonymous,EN,I agree,35 - 44,Female,White,Massachusetts,Pineapple,0,0,36.093,0,,,,,Disagree,Agree,Strongly Agree,Agree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Control,
2017-07-18 14:15:55,2017-07-18 14:19:29,IP Address,49.35.10.196,100,214,True,2017-07-18 14:19:30,R_wSGNOFDMH4PPYY1,,,,,18.533294677734,73.86669921875,anonymous,EN,I agree,18 - 24,Male,Asian,California,Pineapple,0,0,36.141,0,,,,,Agree,Disagree,Agree,Strongly disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:16:37,2017-07-18 14:19:39,IP Address,174.97.203.118,100,182,True,2017-07-18 14:19:40,R_2496caBO0soyB0C,,,,,37.645401000977,-84.817100524902,anonymous,EN,I agree,18 - 24,Male,White,Kentucky,Pineapple,,,,,0,0,33.845,0,Disagree,Disagree,Disagree,Strongly disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:16:15,2017-07-18 14:19:48,IP Address,75.183.42.133,100,212,True,2017-07-18 14:19:49,R_2a6raEDyOvHzljH,,,,,36.14599609375,-80.32430267334,anonymous,EN,I agree,35 - 44,Female,"White,Black or African American,American Indian or Alaska Native",North Carolina,Pineapple,,,,,38.714,38.714,40.707,1,Agree,Agree,Strongly disagree,Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:17:50,2017-07-18 14:19:58,IP Address,207.8.124.98,100,128,True,2017-07-18 14:19:59,R_1Q42DSqZO9ovuXl,,,,,33.972793579102,-118.35269927979,anonymous,EN,I agree,25 - 34,Male,Asian,California,Pineapple,0,0,33.966,0,,,,,Agree,Agree,Agree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Control,
2017-07-18 14:16:31,2017-07-18 14:20:06,IP Address,184.0.129.34,100,214,True,2017-07-18 14:20:07,R_22nKM1wT7cZbDew,,,,,35.651992797852,-79.844100952148,anonymous,EN,I agree,55 - 64,Male,Other,North Carolina,Pineapple,0,0,36.806,0,,,,,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:15:39,2017-07-18 14:20:09,IP Address,173.81.132.249,100,269,True,2017-07-18 14:20:09,R_2y8jNpzOYv9OiBi,,,,,38.296798706055,-81.554702758789,anonymous,EN,I agree,35 - 44,Female,White,West Virginia,Pineapple,0,0,33.902,0,,,,,Agree,Agree,Disagree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Control,
2017-07-18 14:17:57,2017-07-18 14:20:22,IP Address,107.146.214.180,100,145,True,2017-07-18 14:20:23,R_TqjM9mIZBWYcr4d,,,,,35.204406738281,-118.86479949951,anonymous,EN,I agree,35 - 44,Male,White,California,Pineapple,0,0,42.564,0,,,,,Agree,Agree,Disagree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:17:47,2017-07-18 14:20:47,IP Address,75.71.204.131,100,180,True,2017-07-18 14:20:48,R_3Jz3a5CnJQeiZXm,,,,,38.893600463867,-104.73519897461,anonymous,EN,I agree,25 - 34,Female,White,Colorado,Pineapple,0,0,35.763,0,,,,,Agree,Agree,Disagree,Strongly disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:20:19,2017-07-18 14:20:47,IP Address,190.205.113.253,100,28,True,2017-07-18 14:20:48,R_1K8tCYAo6ZbS88d,,,,,10.180603027344,-68.003898620605,anonymous,EN,I agree,18 - 24,Female,Other,I do not reside in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 14:19:17,2017-07-18 14:21:02,IP Address,206.188.61.201,100,104,True,2017-07-18 14:21:03,R_3t7PUImlArb4HoB,,,,,47.362396240234,-122.19819641113,anonymous,EN,I agree,35 - 44,Female,White,Washington,Pineapple,0,0,32.477,0,,,,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,,,,,,,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,,,,,,,,,,,,,,,,,Control,
2017-07-18 14:14:19,2017-07-18 14:21:07,IP Address,172.97.7.163,100,408,True,2017-07-18 14:21:07,R_2OMykaa5SeAIoRH,,,,,34.069702148438,-103.33059692383,anonymous,EN,I agree,25 - 34,Male,White,New Mexico,Pineapple,0,0,48.781,0,,,,,Agree,Agree,Agree,Agree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:13:20,2017-07-18 14:21:08,IP Address,70.21.192.132,100,468,True,2017-07-18 14:21:09,R_2PceHaKYw2y1rSo,,,,,40.619903564453,-74.427398681641,anonymous,EN,I agree,55 - 64,Male,White,New Jersey,Pineapple,,,,,0,0,34.446,0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,,,Ad 1,Ad 2,Ad 1,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:17:55,2017-07-18 14:21:12,IP Address,12.218.182.74,100,196,True,2017-07-18 14:21:12,R_1ooFC7MWx3MyRUj,,,,,27.789596557617,-80.599601745605,anonymous,EN,I agree,25 - 34,Male,White,Florida,Pineapple,0,0,73.45,0,,,,,Agree,Strongly disagree,Strongly disagree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:16:08,2017-07-18 14:21:20,IP Address,157.50.12.39,100,311,True,2017-07-18 14:21:20,R_27Wig1D2X31xIid,,,,,13.083297729492,80.283294677734,anonymous,EN,I agree,25 - 34,Male,White,California,Pineapple,,,,,0,0,36.399,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:21:22,2017-07-18 14:21:44,IP Address,65.116.223.82,100,21,True,2017-07-18 14:21:44,R_27j6yFNH6TVcRvB,,,,,43.876998901367,-79.257797241211,anonymous,EN,I agree,25 - 34,Male,White,I do not reside in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 14:14:54,2017-07-18 14:21:45,IP Address,76.106.103.160,100,411,True,2017-07-18 14:21:46,R_Ut16pVrh5H5pcGd,,,,,38.832397460938,-76.908401489258,anonymous,EN,I agree,25 - 34,Female,Black or African American,California,Pineapple,8.272,8.272,70.668,1,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Ad 2,Ad 1,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:16:35,2017-07-18 14:21:57,IP Address,157.50.14.226,100,321,True,2017-07-18 14:21:57,R_2aYXA3RUUYasZgZ,,,,,13.083297729492,80.283294677734,anonymous,EN,I agree,25 - 34,Male,Asian,California,Pineapple,,,,,0,0,38.856,0,Strongly Agree,Agree,Strongly Agree,Agree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:17:20,2017-07-18 14:22:16,IP Address,73.242.63.71,100,295,True,2017-07-18 14:22:16,R_tLFJhLMcykay3Qt,,,,,44.919799804688,-92.943801879883,anonymous,EN,I agree,18 - 24,Female,Asian,Minnesota,Pineapple,,,,,0,0,200.51,0,Agree,Agree,Agree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:19:09,2017-07-18 14:22:43,IP Address,72.174.175.132,100,213,True,2017-07-18 14:22:43,R_bDzECDKoi6tuiid,,,,,46.161193847656,-114.14009857178,anonymous,EN,I agree,35 - 44,Female,White,Montana,Pineapple,0,0,35.41,0,,,,,Agree,Disagree,Strongly disagree,Strongly disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Control,
2017-07-18 14:20:03,2017-07-18 14:22:51,IP Address,98.229.50.201,100,167,True,2017-07-18 14:22:52,R_SP4TDtmU9PdoOaJ,,,,,42.258605957031,-72.575202941895,anonymous,EN,I agree,35 - 44,Female,White,Massachusetts,Pineapple,,,,,0,0,37.746,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:23:13,2017-07-18 14:23:31,IP Address,200.17.212.100,100,18,True,2017-07-18 14:23:32,R_XvQKP1Ajr4ZJbNv,,,,,-25.425994873047,-49.266693115234,anonymous,EN,I agree,25 - 34,Male,White,I do not reside in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 14:22:13,2017-07-18 14:23:39,IP Address,68.44.237.33,100,86,True,2017-07-18 14:23:40,R_exrv7Yb6ur0HQQx,,,,,39.677993774414,-86.200500488281,anonymous,EN,I agree,25 - 34,Male,White,Indiana,Pineapple,0,0,31.929,0,,,,,Agree,Disagree,Agree,Strongly Agree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:20:53,2017-07-18 14:23:48,IP Address,96.59.138.194,100,174,True,2017-07-18 14:23:48,R_3e9qm1N7NxiyqqB,,,,,28.04069519043,-81.904296875,anonymous,EN,I agree,25 - 34,Female,Black or African American,Florida,Pineapple,,,,,8.308,55.821,57.791,6,Strongly Agree,Agree,Agree,Strongly Agree,,,,,,,,,,,,,Ad 1,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 1,Ad 2,Ad 1,Ad 2,Ad 1,Ad 2,,,,,,,,,Ad 1,Ad 2,Ad 1,Ad 2,Treatment,
2017-07-18 14:21:27,2017-07-18 14:23:53,IP Address,73.35.55.142,100,145,True,2017-07-18 14:23:53,R_2dTlqnG2MHomRRB,,,,,30.353302001953,-81.499000549316,anonymous,EN,I agree,45 - 54,Male,White,Florida,Pineapple,0,0,32.642,0,,,,,Disagree,Disagree,Agree,Strongly disagree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 2,Ad 1,,,,,Ad 2,Ad 1,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:19:51,2017-07-18 14:23:56,IP Address,73.49.152.5,100,245,True,2017-07-18 14:23:57,R_3kcepraOn4CKPOD,,,,,26.457397460938,-80.078300476074,anonymous,EN,I agree,25 - 34,Male,Black or African American,Florida,Pineapple,0,0,38.708,0,,,,,Disagree,Agree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:19:35,2017-07-18 14:24:32,IP Address,162.220.155.21,100,297,True,2017-07-18 14:24:33,R_3PN1o42DPMtymL9,,,,,41.784301757812,-88.668403625488,anonymous,EN,I agree,45 - 54,Male,White,Illinois,Pineapple,0,0,37.196,0,,,,,Agree,Disagree,Disagree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:22:16,2017-07-18 14:24:47,IP Address,172.15.195.204,100,150,True,2017-07-18 14:24:48,R_pgY5FFoJxu9Lx73,,,,,41.404403686523,-81.556396484375,anonymous,EN,I agree,18 - 24,Female,White,Ohio,Pineapple,0,0,34.421,0,,,,,Disagree,Agree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:11:07,2017-07-18 14:24:51,IP Address,66.85.185.89,100,823,True,2017-07-18 14:24:51,R_25KqPz1HX8pJ0rI,,,,,33.435699462891,-111.91709899902,anonymous,EN,I agree,25 - 34,Female,White,Florida,Pineapple,0,0,59.844,0,,,,,Agree,Agree,Disagree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:21:42,2017-07-18 14:24:54,IP Address,73.199.169.111,100,191,True,2017-07-18 14:24:55,R_3PKXA9G1b7wKyLH,,,,,39.949996948242,-75.059303283691,anonymous,EN,I agree,18 - 24,Male,"White,Other",Pennsylvania,Pineapple,,,,,0,0,34.879,0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:16:04,2017-07-18 14:25:16,IP Address,98.204.21.136,100,551,True,2017-07-18 14:25:16,R_3ew3v2oQnTgAU9C,,,,,39.482192993164,-77.45760345459,anonymous,EN,I agree,25 - 34,Female,White,Maryland,Pineapple,,,,,0,0,35.965,0,Strongly Agree,Agree,Strongly disagree,Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
